Container Job,T_j,Source,Destination
1147,14:15:00,W/P 4,Block 1
428,14:16:00,Block 2,W/P 1
1868,14:17:00,Block 2,W/P 1
2588,14:17:00,Block 2,W/P 1
1148,14:17:00,W/P 1,Block 1
429,14:18:00,W/P 3,Block 4
1869,14:19:00,W/P 1,Block 2
1149,14:19:00,Block 1,W/P 3
2589,14:19:00,W/P 3,Block 1
430,14:20:00,Block 2,W/P 3
2590,14:21:00,W/P 3,Block 3
1150,14:21:00,Block 1,W/P 5
1870,14:21:00,Block 4,W/P 4
431,14:22:00,W/P 1,Block 5
2591,14:23:00,Block 4,W/P 2
1151,14:23:00,W/P 1,Block 3
1871,14:23:00,Block 1,W/P 2
432,14:24:00,W/P 4,Block 5
1872,14:25:00,W/P 4,Block 2
1152,14:25:00,W/P 2,Block 1
2592,14:25:00,W/P 2,Block 3
433,14:26:00,Block 2,W/P 3
1873,14:27:00,Block 4,W/P 5
1153,14:27:00,Block 3,W/P 1
2593,14:27:00,W/P 2,Block 5
434,14:28:00,W/P 3,Block 1
1874,14:29:00,Block 3,W/P 2
1154,14:29:00,Block 5,W/P 2
2594,14:29:00,W/P 4,Block 5
435,14:30:00,Block 5,W/P 1
1155,14:31:00,Block 5,W/P 5
2595,14:31:00,W/P 2,Block 1
1875,14:31:00,W/P 5,Block 2
436,14:32:00,Block 4,W/P 1
2596,14:33:00,Block 2,W/P 5
1876,14:33:00,W/P 1,Block 3
1156,14:33:00,Block 3,W/P 3
437,14:34:00,Block 3,W/P 4
1157,14:35:00,Block 2,W/P 1
1877,14:35:00,Block 2,W/P 2
2597,14:35:00,W/P 3,Block 3
438,14:36:00,W/P 3,Block 4
1878,14:37:00,Block 3,W/P 5
2598,14:37:00,Block 4,W/P 3
1158,14:37:00,Block 5,W/P 3
439,14:38:00,Block 5,W/P 4
1879,14:39:00,W/P 4,Block 5
2599,14:39:00,W/P 4,Block 5
1159,14:39:00,Block 5,W/P 1
440,14:40:00,Block 2,W/P 4
2600,14:41:00,Block 5,W/P 3
1880,14:41:00,W/P 4,Block 5
1160,14:41:00,W/P 4,Block 4
441,14:42:00,Block 1,W/P 4
1161,14:43:00,Block 3,W/P 4
1881,14:43:00,W/P 2,Block 1
2601,14:43:00,W/P 4,Block 2
442,14:44:00,W/P 5,Block 2
1162,14:45:00,Block 1,W/P 2
1882,14:45:00,W/P 5,Block 5
2602,14:45:00,W/P 3,Block 2
443,14:46:00,W/P 3,Block 4
2603,14:47:00,Block 3,W/P 3
1883,14:47:00,Block 3,W/P 5
1163,14:47:00,Block 5,W/P 3
444,14:48:00,Block 5,W/P 1
2604,14:49:00,W/P 1,Block 3
1164,14:49:00,Block 4,W/P 1
1884,14:49:00,W/P 2,Block 5
445,14:50:00,W/P 5,Block 2
1165,14:51:00,W/P 1,Block 3
2605,14:51:00,W/P 4,Block 3
1885,14:51:00,W/P 1,Block 5
446,14:52:00,Block 2,W/P 2
1166,14:53:00,W/P 2,Block 3
2606,14:53:00,Block 5,W/P 1
1886,14:53:00,Block 4,W/P 1
447,14:54:00,Block 3,W/P 3
1167,14:55:00,Block 1,W/P 3
1887,14:55:00,W/P 4,Block 1
2607,14:55:00,Block 4,W/P 4
448,14:56:00,W/P 3,Block 2
1168,14:57:00,Block 1,W/P 2
2608,14:57:00,W/P 3,Block 4
1888,14:57:00,Block 3,W/P 5
449,14:58:00,Block 3,W/P 4
2609,14:59:00,W/P 5,Block 5
1889,14:59:00,W/P 2,Block 5
1169,14:59:00,Block 5,W/P 1
450,15:00:00,Block 4,W/P 3
2610,15:01:00,W/P 4,Block 1
1170,15:01:00,Block 2,W/P 4
1890,15:01:00,Block 4,W/P 2
451,15:02:00,Block 4,W/P 4
2611,15:03:00,W/P 2,Block 3
1171,15:03:00,Block 1,W/P 2
1891,15:03:00,W/P 2,Block 2
452,15:04:00,W/P 2,Block 5
1892,15:05:00,W/P 3,Block 5
1172,15:05:00,Block 5,W/P 1
2612,15:05:00,Block 4,W/P 1
453,15:06:00,Block 2,W/P 4
1173,15:07:00,Block 2,W/P 4
1893,15:07:00,Block 5,W/P 2
2613,15:07:00,Block 1,W/P 3
454,15:08:00,Block 2,W/P 5
2614,15:09:00,Block 1,W/P 1
1174,15:09:00,Block 3,W/P 1
1894,15:09:00,Block 5,W/P 2
455,15:10:00,W/P 3,Block 5
2615,15:11:00,W/P 5,Block 4
1895,15:11:00,Block 1,W/P 5
1175,15:11:00,Block 1,W/P 2
456,15:12:00,Block 3,W/P 5
2616,15:13:00,W/P 1,Block 1
1896,15:13:00,Block 4,W/P 3
1176,15:13:00,Block 3,W/P 5
457,15:14:00,W/P 4,Block 2
1897,15:15:00,W/P 2,Block 2
2617,15:15:00,W/P 5,Block 1
1177,15:15:00,Block 3,W/P 4
458,15:16:00,W/P 2,Block 5
1178,15:17:00,W/P 5,Block 3
1898,15:17:00,Block 5,W/P 4
2618,15:17:00,Block 3,W/P 4
459,15:18:00,W/P 4,Block 2
2619,15:19:00,W/P 4,Block 5
1179,15:19:00,W/P 4,Block 3
1899,15:19:00,Block 3,W/P 3
460,15:20:00,Block 4,W/P 4
2620,15:21:00,W/P 4,Block 4
1900,15:21:00,Block 1,W/P 1
1180,15:21:00,W/P 4,Block 3
461,15:22:00,W/P 4,Block 1
2621,15:23:00,W/P 5,Block 4
1181,15:23:00,Block 1,W/P 4
1901,15:23:00,W/P 4,Block 3
462,15:24:00,W/P 3,Block 4
1902,15:25:00,W/P 2,Block 1
1182,15:25:00,Block 2,W/P 4
2622,15:25:00,W/P 3,Block 2
463,15:26:00,W/P 1,Block 4
1183,15:27:00,Block 4,W/P 1
1903,15:27:00,Block 3,W/P 2
2623,15:27:00,W/P 1,Block 3
464,15:28:00,Block 1,W/P 5
1184,15:29:00,W/P 4,Block 4
1904,15:29:00,Block 5,W/P 4
2624,15:29:00,W/P 1,Block 1
465,15:30:00,Block 3,W/P 1
1185,15:31:00,Block 3,W/P 4
1905,15:31:00,W/P 4,Block 3
2625,15:31:00,W/P 3,Block 4
466,15:32:00,W/P 2,Block 3
1906,15:33:00,Block 4,W/P 1
2626,15:33:00,W/P 4,Block 5
1186,15:33:00,Block 5,W/P 5
467,15:34:00,Block 1,W/P 3
2627,15:35:00,Block 1,W/P 1
1187,15:35:00,Block 4,W/P 4
1907,15:35:00,W/P 3,Block 1
468,15:36:00,W/P 1,Block 1
2628,15:37:00,Block 4,W/P 3
1188,15:37:00,Block 2,W/P 4
1908,15:37:00,Block 5,W/P 2
469,15:38:00,Block 2,W/P 1
1909,15:39:00,W/P 1,Block 1
2629,15:39:00,Block 1,W/P 3
1189,15:39:00,Block 4,W/P 2
470,15:40:00,W/P 4,Block 4
1190,15:41:00,Block 4,W/P 4
1910,15:41:00,W/P 3,Block 3
2630,15:41:00,Block 5,W/P 2
471,15:42:00,Block 1,W/P 4
1911,15:43:00,W/P 5,Block 5
2631,15:43:00,W/P 3,Block 3
1191,15:43:00,W/P 5,Block 2
472,15:44:00,Block 4,W/P 5
1192,15:45:00,Block 4,W/P 2
2632,15:45:00,Block 5,W/P 1
1912,15:45:00,W/P 2,Block 1
473,15:46:00,W/P 5,Block 2
1913,15:47:00,W/P 1,Block 2
1193,15:47:00,Block 4,W/P 3
2633,15:47:00,W/P 2,Block 5
474,15:48:00,Block 2,W/P 1
1194,15:49:00,W/P 5,Block 4
1914,15:49:00,W/P 5,Block 2
2634,15:49:00,Block 4,W/P 2
475,15:50:00,W/P 5,Block 3
2635,15:51:00,Block 3,W/P 4
1915,15:51:00,Block 1,W/P 5
1195,15:51:00,Block 4,W/P 4
476,15:52:00,W/P 2,Block 5
1196,15:53:00,Block 3,W/P 5
2636,15:53:00,W/P 1,Block 4
1916,15:53:00,W/P 2,Block 4
477,15:54:00,Block 4,W/P 1
1197,15:55:00,W/P 4,Block 4
2637,15:55:00,Block 4,W/P 5
1917,15:55:00,W/P 5,Block 5
478,15:56:00,W/P 1,Block 2
1198,15:57:00,Block 1,W/P 5
2638,15:57:00,W/P 3,Block 4
1918,15:57:00,W/P 3,Block 4
479,15:58:00,Block 4,W/P 2
1919,15:59:00,W/P 3,Block 4
1199,15:59:00,Block 5,W/P 1
2639,15:59:00,W/P 2,Block 4
480,16:00:00,Block 4,W/P 2
1920,16:01:00,W/P 5,Block 3
1200,16:01:00,W/P 2,Block 2
2640,16:01:00,W/P 5,Block 2
481,16:02:00,Block 3,W/P 3
1201,16:03:00,Block 4,W/P 5
2641,16:03:00,W/P 5,Block 5
1921,16:03:00,Block 2,W/P 2
482,16:04:00,W/P 4,Block 2
2642,16:05:00,W/P 4,Block 1
1202,16:05:00,Block 4,W/P 4
1922,16:05:00,W/P 5,Block 1
483,16:06:00,Block 3,W/P 4
2643,16:07:00,Block 1,W/P 1
1923,16:07:00,Block 5,W/P 5
1203,16:07:00,W/P 5,Block 3
484,16:08:00,Block 4,W/P 3
1204,16:09:00,Block 5,W/P 3
2644,16:09:00,Block 1,W/P 1
1924,16:09:00,W/P 3,Block 4
485,16:10:00,W/P 1,Block 3
1925,16:11:00,W/P 4,Block 5
2645,16:11:00,Block 3,W/P 1
1205,16:11:00,Block 4,W/P 2
486,16:12:00,W/P 2,Block 4
1206,16:13:00,W/P 3,Block 4
1926,16:13:00,W/P 5,Block 4
2646,16:13:00,W/P 1,Block 1
487,16:14:00,Block 2,W/P 5
1927,16:15:00,Block 4,W/P 1
1207,16:15:00,W/P 2,Block 1
2647,16:15:00,W/P 3,Block 4
488,16:16:00,Block 5,W/P 1
2648,16:17:00,Block 5,W/P 4
1928,16:17:00,W/P 1,Block 2
1208,16:17:00,Block 1,W/P 4
489,16:18:00,W/P 2,Block 4
2649,16:19:00,W/P 4,Block 1
1929,16:19:00,Block 3,W/P 2
1209,16:19:00,W/P 3,Block 5
490,16:20:00,W/P 4,Block 3
1210,16:21:00,Block 2,W/P 2
1930,16:21:00,Block 1,W/P 1
2650,16:21:00,Block 1,W/P 3
491,16:22:00,W/P 1,Block 5
1211,16:23:00,W/P 4,Block 3
2651,16:23:00,W/P 2,Block 3
1931,16:23:00,Block 1,W/P 1
492,16:24:00,Block 2,W/P 2
1932,16:25:00,Block 3,W/P 5
1212,16:25:00,W/P 5,Block 5
2652,16:25:00,Block 1,W/P 2
493,16:26:00,Block 3,W/P 2
2653,16:27:00,W/P 4,Block 1
1933,16:27:00,Block 5,W/P 5
1213,16:27:00,Block 3,W/P 4
494,16:28:00,Block 2,W/P 1
1934,16:29:00,W/P 5,Block 2
2654,16:29:00,Block 1,W/P 2
1214,16:29:00,W/P 3,Block 4
495,16:30:00,W/P 5,Block 2
1935,16:31:00,W/P 1,Block 1
2655,16:31:00,W/P 1,Block 2
1215,16:31:00,Block 3,W/P 5
496,16:32:00,W/P 5,Block 4
2656,16:33:00,Block 3,W/P 3
1216,16:33:00,Block 2,W/P 4
1936,16:33:00,W/P 4,Block 2
497,16:34:00,Block 1,W/P 5
1937,16:35:00,W/P 3,Block 4
2657,16:35:00,W/P 1,Block 4
1217,16:35:00,Block 5,W/P 5
498,16:36:00,W/P 5,Block 2
1938,16:37:00,Block 4,W/P 2
1218,16:37:00,W/P 3,Block 3
2658,16:37:00,W/P 1,Block 3
499,16:38:00,W/P 3,Block 5
1219,16:39:00,Block 1,W/P 5
1939,16:39:00,W/P 1,Block 5
2659,16:39:00,Block 4,W/P 3
500,16:40:00,Block 4,W/P 2
2660,16:41:00,Block 1,W/P 2
1220,16:41:00,Block 2,W/P 4
1940,16:41:00,W/P 4,Block 5
501,16:42:00,Block 1,W/P 3
1941,16:43:00,Block 5,W/P 2
1221,16:43:00,Block 5,W/P 4
2661,16:43:00,Block 5,W/P 4
502,16:44:00,Block 1,W/P 3
1942,16:45:00,Block 4,W/P 3
2662,16:45:00,Block 5,W/P 3
1222,16:45:00,Block 4,W/P 4
503,16:46:00,Block 3,W/P 2
1223,16:47:00,Block 1,W/P 4
1943,16:47:00,W/P 3,Block 3
2663,16:47:00,Block 4,W/P 1
504,16:48:00,Block 2,W/P 3
1224,16:49:00,W/P 1,Block 5
1944,16:49:00,Block 2,W/P 5
2664,16:49:00,W/P 2,Block 1
505,16:50:00,Block 4,W/P 3
1945,16:51:00,W/P 1,Block 5
2665,16:51:00,W/P 4,Block 2
1225,16:51:00,W/P 3,Block 4
506,16:52:00,W/P 3,Block 1
2666,16:53:00,Block 5,W/P 4
1946,16:53:00,W/P 4,Block 5
1226,16:53:00,W/P 5,Block 3
507,16:54:00,Block 2,W/P 2
1227,16:55:00,Block 2,W/P 5
2667,16:55:00,Block 2,W/P 5
1947,16:55:00,Block 2,W/P 4
508,16:56:00,Block 5,W/P 1
1948,16:57:00,W/P 2,Block 3
2668,16:57:00,Block 2,W/P 1
1228,16:57:00,W/P 5,Block 4
509,16:58:00,W/P 1,Block 1
1949,16:59:00,Block 3,W/P 5
2669,16:59:00,Block 4,W/P 1
1229,16:59:00,Block 4,W/P 3
510,17:00:00,W/P 4,Block 4
2670,17:01:00,W/P 5,Block 1
1950,17:01:00,W/P 3,Block 1
1230,17:01:00,Block 5,W/P 4
511,17:02:00,W/P 5,Block 1
1951,17:03:00,Block 1,W/P 1
1231,17:03:00,W/P 2,Block 4
2671,17:03:00,Block 3,W/P 5
512,17:04:00,Block 5,W/P 3
1952,17:05:00,Block 4,W/P 1
2672,17:05:00,Block 2,W/P 5
1232,17:05:00,W/P 1,Block 3
513,17:06:00,W/P 4,Block 1
1953,17:07:00,W/P 5,Block 4
2673,17:07:00,Block 2,W/P 5
1233,17:07:00,W/P 5,Block 2
514,17:08:00,Block 2,W/P 1
1954,17:09:00,Block 4,W/P 2
2674,17:09:00,W/P 2,Block 2
1234,17:09:00,W/P 2,Block 4
515,17:10:00,Block 3,W/P 2
1235,17:11:00,W/P 5,Block 1
2675,17:11:00,Block 2,W/P 2
1955,17:11:00,W/P 3,Block 2
516,17:12:00,W/P 1,Block 2
1236,17:13:00,Block 4,W/P 2
2676,17:13:00,W/P 2,Block 1
1956,17:13:00,W/P 4,Block 4
517,17:14:00,Block 4,W/P 3
2677,17:15:00,Block 1,W/P 3
1237,17:15:00,Block 2,W/P 5
1957,17:15:00,Block 1,W/P 2
518,17:16:00,Block 4,W/P 1
2678,17:17:00,W/P 2,Block 5
1958,17:17:00,W/P 5,Block 3
1238,17:17:00,Block 2,W/P 5
519,17:18:00,Block 4,W/P 4
2679,17:19:00,Block 3,W/P 5
1959,17:19:00,Block 5,W/P 2
1239,17:19:00,W/P 2,Block 3
520,17:20:00,W/P 4,Block 4
1960,17:21:00,W/P 1,Block 2
2680,17:21:00,Block 2,W/P 2
1240,17:21:00,W/P 1,Block 4
521,17:22:00,W/P 2,Block 3
1961,17:23:00,W/P 4,Block 4
1241,17:23:00,W/P 5,Block 5
2681,17:23:00,Block 4,W/P 4
522,17:24:00,Block 5,W/P 1
1962,17:25:00,Block 4,W/P 5
1242,17:25:00,Block 4,W/P 5
2682,17:25:00,Block 5,W/P 4
523,17:26:00,W/P 2,Block 4
1243,17:27:00,Block 2,W/P 5
2683,17:27:00,Block 4,W/P 2
1963,17:27:00,Block 4,W/P 4
524,17:28:00,Block 5,W/P 3
1964,17:29:00,Block 2,W/P 2
2684,17:29:00,Block 1,W/P 2
1244,17:29:00,Block 4,W/P 1
525,17:30:00,Block 1,W/P 3
1245,17:31:00,Block 5,W/P 1
2685,17:31:00,Block 4,W/P 4
1965,17:31:00,W/P 2,Block 2
526,17:32:00,Block 1,W/P 5
1246,17:33:00,Block 5,W/P 5
2686,17:33:00,W/P 3,Block 1
1966,17:33:00,W/P 5,Block 5
527,17:34:00,Block 1,W/P 5
1247,17:35:00,W/P 2,Block 1
2687,17:35:00,W/P 4,Block 4
1967,17:35:00,Block 1,W/P 2
528,17:36:00,Block 1,W/P 3
1968,17:37:00,Block 1,W/P 2
1248,17:37:00,W/P 5,Block 4
2688,17:37:00,Block 1,W/P 5
529,17:38:00,W/P 5,Block 3
1969,17:39:00,W/P 1,Block 1
2689,17:39:00,Block 1,W/P 5
1249,17:39:00,Block 3,W/P 5
530,17:40:00,W/P 3,Block 3
2690,17:41:00,Block 5,W/P 1
1250,17:41:00,Block 2,W/P 1
1970,17:41:00,Block 2,W/P 4
531,17:42:00,W/P 4,Block 1
2691,17:43:00,Block 4,W/P 3
1971,17:43:00,W/P 3,Block 2
1251,17:43:00,Block 3,W/P 1
532,17:44:00,Block 2,W/P 4
1972,17:45:00,Block 2,W/P 3
1252,17:45:00,Block 5,W/P 2
2692,17:45:00,Block 2,W/P 1
533,17:46:00,W/P 1,Block 4
1253,17:47:00,W/P 5,Block 3
2693,17:47:00,Block 5,W/P 1
1973,17:47:00,Block 2,W/P 5
534,17:48:00,Block 1,W/P 1
1254,17:49:00,Block 1,W/P 2
2694,17:49:00,W/P 2,Block 1
1974,17:49:00,W/P 5,Block 3
535,17:50:00,Block 1,W/P 3
1975,17:51:00,W/P 5,Block 4
1255,17:51:00,W/P 5,Block 1
2695,17:51:00,W/P 1,Block 5
536,17:52:00,Block 3,W/P 1
2696,17:53:00,Block 4,W/P 5
1256,17:53:00,W/P 4,Block 5
1976,17:53:00,Block 2,W/P 4
537,17:54:00,W/P 3,Block 1
2697,17:55:00,W/P 1,Block 4
1257,17:55:00,W/P 1,Block 4
1977,17:55:00,Block 3,W/P 4
538,17:56:00,Block 1,W/P 1
2698,17:57:00,Block 4,W/P 5
1978,17:57:00,Block 3,W/P 1
1258,17:57:00,Block 3,W/P 1
539,17:58:00,Block 2,W/P 3
1979,17:59:00,W/P 5,Block 4
1259,17:59:00,W/P 4,Block 5
2699,17:59:00,Block 3,W/P 3
540,18:00:00,W/P 5,Block 2
2700,18:01:00,Block 1,W/P 2
1260,18:01:00,W/P 1,Block 4
1980,18:01:00,W/P 4,Block 1
541,18:02:00,Block 3,W/P 2
2701,18:03:00,Block 3,W/P 4
1261,18:03:00,W/P 3,Block 3
1981,18:03:00,W/P 2,Block 5
542,18:04:00,W/P 2,Block 5
1262,18:05:00,W/P 3,Block 2
2702,18:05:00,W/P 3,Block 3
1982,18:05:00,Block 2,W/P 2
543,18:06:00,W/P 5,Block 2
1263,18:07:00,Block 3,W/P 4
1983,18:07:00,W/P 1,Block 5
2703,18:07:00,W/P 1,Block 1
544,18:08:00,Block 1,W/P 3
2704,18:09:00,W/P 4,Block 4
1264,18:09:00,Block 2,W/P 4
1984,18:09:00,W/P 3,Block 1
545,18:10:00,W/P 2,Block 3
1265,18:11:00,W/P 2,Block 4
2705,18:11:00,W/P 4,Block 4
1985,18:11:00,Block 1,W/P 3
546,18:12:00,W/P 3,Block 3
2706,18:13:00,Block 3,W/P 2
1986,18:13:00,Block 2,W/P 1
1266,18:13:00,W/P 1,Block 1
547,18:14:00,Block 1,W/P 3
2707,18:15:00,Block 1,W/P 4
1987,18:15:00,Block 5,W/P 5
1267,18:15:00,Block 4,W/P 5
548,18:16:00,Block 1,W/P 4
1988,18:17:00,W/P 4,Block 2
2708,18:17:00,W/P 2,Block 1
1268,18:17:00,Block 3,W/P 4
549,18:18:00,Block 4,W/P 3
1989,18:19:00,Block 3,W/P 3
1269,18:19:00,Block 1,W/P 2
2709,18:19:00,Block 1,W/P 1
550,18:20:00,W/P 2,Block 4
1990,18:21:00,Block 5,W/P 3
1270,18:21:00,Block 4,W/P 2
2710,18:21:00,W/P 2,Block 4
551,18:22:00,W/P 3,Block 5
2711,18:23:00,W/P 1,Block 5
1271,18:23:00,W/P 4,Block 1
1991,18:23:00,Block 5,W/P 2
552,18:24:00,W/P 4,Block 4
2712,18:25:00,W/P 3,Block 3
1272,18:25:00,Block 5,W/P 4
1992,18:25:00,Block 4,W/P 3
553,18:26:00,Block 3,W/P 2
2713,18:27:00,Block 4,W/P 2
1993,18:27:00,W/P 3,Block 2
1273,18:27:00,W/P 2,Block 4
554,18:28:00,W/P 5,Block 5
1994,18:29:00,W/P 5,Block 5
2714,18:29:00,Block 1,W/P 5
1274,18:29:00,W/P 5,Block 5
555,18:30:00,Block 1,W/P 1
1275,18:31:00,W/P 4,Block 2
1995,18:31:00,Block 5,W/P 2
2715,18:31:00,W/P 5,Block 2
556,18:32:00,W/P 2,Block 4
1996,18:33:00,W/P 1,Block 2
1276,18:33:00,W/P 4,Block 2
2716,18:33:00,W/P 5,Block 5
557,18:34:00,Block 5,W/P 5
1997,18:35:00,Block 4,W/P 5
1277,18:35:00,W/P 3,Block 5
2717,18:35:00,Block 3,W/P 4
558,18:36:00,W/P 3,Block 4
1998,18:37:00,W/P 4,Block 1
2718,18:37:00,Block 4,W/P 2
1278,18:37:00,W/P 4,Block 4
559,18:38:00,W/P 3,Block 4
2719,18:39:00,W/P 3,Block 2
1279,18:39:00,Block 1,W/P 5
1999,18:39:00,W/P 2,Block 4
560,18:40:00,Block 1,W/P 5
2720,18:41:00,Block 4,W/P 5
2000,18:41:00,W/P 1,Block 5
1280,18:41:00,Block 4,W/P 4
561,18:42:00,W/P 4,Block 3
2001,18:43:00,W/P 1,Block 5
1281,18:43:00,W/P 1,Block 4
2721,18:43:00,W/P 3,Block 3
562,18:44:00,Block 1,W/P 2
2722,18:45:00,Block 2,W/P 2
1282,18:45:00,W/P 1,Block 4
2002,18:45:00,W/P 1,Block 1
563,18:46:00,W/P 4,Block 3
2003,18:47:00,Block 4,W/P 1
2723,18:47:00,Block 5,W/P 5
1283,18:47:00,Block 2,W/P 1
564,18:48:00,W/P 5,Block 1
2004,18:49:00,Block 2,W/P 5
1284,18:49:00,W/P 2,Block 4
2724,18:49:00,Block 5,W/P 3
565,18:50:00,W/P 4,Block 5
2005,18:51:00,W/P 2,Block 5
1285,18:51:00,W/P 4,Block 5
2725,18:51:00,W/P 1,Block 3
566,18:52:00,Block 5,W/P 3
1286,18:53:00,W/P 4,Block 3
2726,18:53:00,W/P 5,Block 3
2006,18:53:00,W/P 3,Block 4
567,18:54:00,Block 1,W/P 1
2007,18:55:00,W/P 3,Block 1
1287,18:55:00,W/P 5,Block 3
2727,18:55:00,Block 4,W/P 4
568,18:56:00,W/P 3,Block 4
1288,18:57:00,W/P 1,Block 5
2728,18:57:00,Block 1,W/P 5
2008,18:57:00,W/P 5,Block 3
569,18:58:00,W/P 4,Block 2
1289,18:59:00,Block 4,W/P 1
2009,18:59:00,Block 3,W/P 2
2729,18:59:00,Block 2,W/P 2
570,19:00:00,W/P 2,Block 2
2730,19:01:00,W/P 1,Block 3
2010,19:01:00,Block 4,W/P 2
1290,19:01:00,Block 3,W/P 5
571,19:02:00,Block 2,W/P 1
2731,19:03:00,W/P 4,Block 1
1291,19:03:00,Block 4,W/P 3
2011,19:03:00,Block 3,W/P 2
572,19:04:00,W/P 2,Block 3
1292,19:05:00,Block 5,W/P 2
2732,19:05:00,Block 2,W/P 2
2012,19:05:00,W/P 3,Block 4
573,19:06:00,Block 4,W/P 3
2013,19:07:00,W/P 4,Block 1
2733,19:07:00,Block 2,W/P 2
1293,19:07:00,W/P 1,Block 4
574,19:08:00,Block 5,W/P 3
1294,19:09:00,Block 3,W/P 3
2014,19:09:00,Block 2,W/P 2
2734,19:09:00,W/P 2,Block 1
575,19:10:00,Block 4,W/P 1
2015,19:11:00,W/P 2,Block 4
2735,19:11:00,Block 3,W/P 3
1295,19:11:00,W/P 2,Block 4
576,19:12:00,Block 1,W/P 4
2016,19:13:00,Block 5,W/P 5
1296,19:13:00,Block 1,W/P 3
2736,19:13:00,W/P 5,Block 5
577,19:14:00,W/P 3,Block 4
2017,19:15:00,W/P 5,Block 4
1297,19:15:00,W/P 3,Block 3
2737,19:15:00,W/P 2,Block 1
578,19:16:00,W/P 1,Block 1
1298,19:17:00,Block 2,W/P 1
2018,19:17:00,W/P 2,Block 4
2738,19:17:00,W/P 4,Block 3
579,19:18:00,W/P 3,Block 5
2019,19:19:00,Block 1,W/P 2
2739,19:19:00,W/P 2,Block 4
1299,19:19:00,Block 4,W/P 5
580,19:20:00,Block 2,W/P 5
2740,19:21:00,W/P 1,Block 3
1300,19:21:00,Block 2,W/P 3
2020,19:21:00,W/P 4,Block 2
581,19:22:00,Block 1,W/P 2
2741,19:23:00,W/P 1,Block 5
1301,19:23:00,W/P 3,Block 1
2021,19:23:00,W/P 1,Block 1
582,19:24:00,Block 2,W/P 2
1302,19:25:00,W/P 1,Block 3
2022,19:25:00,W/P 5,Block 1
2742,19:25:00,W/P 1,Block 2
583,19:26:00,W/P 3,Block 1
1303,19:27:00,Block 2,W/P 1
2743,19:27:00,W/P 2,Block 4
2023,19:27:00,Block 1,W/P 4
584,19:28:00,Block 5,W/P 2
1304,19:29:00,W/P 1,Block 1
2744,19:29:00,W/P 5,Block 3
2024,19:29:00,Block 3,W/P 5
585,19:30:00,Block 4,W/P 3
1305,19:31:00,Block 2,W/P 2
2025,19:31:00,W/P 5,Block 3
2745,19:31:00,Block 1,W/P 2
586,19:32:00,W/P 3,Block 1
2746,19:33:00,W/P 2,Block 2
1306,19:33:00,W/P 1,Block 1
2026,19:33:00,W/P 4,Block 1
587,19:34:00,Block 3,W/P 1
2747,19:35:00,W/P 4,Block 1
1307,19:35:00,Block 2,W/P 2
2027,19:35:00,W/P 2,Block 2
588,19:36:00,Block 2,W/P 2
2748,19:37:00,Block 1,W/P 4
2028,19:37:00,W/P 2,Block 3
1308,19:37:00,Block 5,W/P 5
589,19:38:00,W/P 5,Block 5
1309,19:39:00,W/P 2,Block 3
2749,19:39:00,Block 1,W/P 1
2029,19:39:00,W/P 4,Block 2
590,19:40:00,W/P 2,Block 5
1310,19:41:00,W/P 1,Block 1
2750,19:41:00,Block 3,W/P 4
2030,19:41:00,Block 1,W/P 3
591,19:42:00,W/P 4,Block 4
1311,19:43:00,W/P 2,Block 5
2031,19:43:00,W/P 1,Block 2
2751,19:43:00,Block 1,W/P 5
592,19:44:00,Block 5,W/P 3
1312,19:45:00,Block 2,W/P 5
2752,19:45:00,Block 5,W/P 1
2032,19:45:00,W/P 3,Block 5
593,19:46:00,W/P 5,Block 1
1313,19:47:00,Block 3,W/P 2
2753,19:47:00,Block 4,W/P 5
2033,19:47:00,Block 4,W/P 5
594,19:48:00,W/P 5,Block 2
2034,19:49:00,Block 2,W/P 1
2754,19:49:00,Block 5,W/P 4
1314,19:49:00,Block 4,W/P 3
595,19:50:00,W/P 2,Block 3
2755,19:51:00,W/P 2,Block 1
2035,19:51:00,Block 3,W/P 2
1315,19:51:00,Block 1,W/P 2
596,19:52:00,W/P 4,Block 1
1316,19:53:00,Block 2,W/P 3
2036,19:53:00,W/P 3,Block 4
2756,19:53:00,Block 1,W/P 5
597,19:54:00,Block 2,W/P 3
1317,19:55:00,W/P 3,Block 5
2037,19:55:00,Block 1,W/P 1
2757,19:55:00,Block 2,W/P 3
598,19:56:00,W/P 3,Block 2
1318,19:57:00,W/P 1,Block 4
2758,19:57:00,W/P 1,Block 1
2038,19:57:00,W/P 5,Block 4
599,19:58:00,Block 5,W/P 2
1319,19:59:00,W/P 4,Block 4
2039,19:59:00,Block 2,W/P 4
2759,19:59:00,Block 2,W/P 5
600,20:00:00,W/P 4,Block 3
2760,20:01:00,Block 1,W/P 4
2040,20:01:00,Block 1,W/P 1
1320,20:01:00,Block 4,W/P 5
601,20:02:00,W/P 4,Block 5
1321,20:03:00,Block 2,W/P 1
2761,20:03:00,Block 3,W/P 5
2041,20:03:00,W/P 3,Block 1
602,20:04:00,Block 4,W/P 5
1322,20:05:00,W/P 5,Block 2
2762,20:05:00,W/P 2,Block 4
2042,20:05:00,Block 5,W/P 4
603,20:06:00,W/P 5,Block 4
2763,20:07:00,Block 4,W/P 3
2043,20:07:00,W/P 4,Block 2
1323,20:07:00,Block 4,W/P 2
604,20:08:00,W/P 1,Block 5
2044,20:09:00,Block 3,W/P 1
2764,20:09:00,W/P 3,Block 3
